,0
263,대학원
264,포항공과대학교 
265,서울사립대(아주대학교)
266,지방사립대(인하대학교)
267,서울사립대(고려대학교)
268,지방사립대(백석대학교)
269,지방거점국립대(전남대학교)
270,서울사립대(연세대학교)
271,서울사립대(경희대학교)
272,지방사립대(한국기술교육대학교)
273,지방사립대(한국기술교육대학교)
274,지방사립대(한국기술교육대학교)
275,서울사립대(국민대학교)
276,서울사립대(한양대학교)
277,서울국립대(서울과학기술대학교)
278,지방사립대(인하대학교)
279,지방거점국립대(전남대학교)
280,지방사립대(순천향대학교)
281,서울사립대(한성대학교)
282,서울사립대(서성한)
283,서울사립대(성균관대학교)
284,지방사립대(한남대학교)
285,
286,
287,지방국립대(한경대학교)
288,서울사립대(한양대학교)
289,서울사립대(중앙대학교)
290,서울사립대(연세대학교)
291,서울사립대
292,가톨릭대학교 
293,서울사립대(한성대학교)
294,서울사립대(한국외국어대학교)
295,서울사립대(경희대학교)
296,서울사립대(고려대학교)
297,서울사립대(중앙대학교)
298,지방거점 
299,Sky 
300,지방국립대(부경대학교)
301,서울사립대(경희대학교)
302,지방사립대(경기)
303,지방거점국립대
304,지방국립대(부경대학교)
305,지방국립대(금오공과대학교)
306,지방사립대(인하대학교)
307,서울사립대(경기대학교)
308,지방거점국립대(부산대학교)
309,해외대
310,서울사립대(한양대학교)
311,서울사립대(숭실대학교)
312,서울사립대
313,서울사립대
314,지방국립대(공주대학교)
315,지방사립대(영남대학교)
316,지방거점국립대(전북대학교)
317,지방사립대(동아대학교)
318,지방사립대(인하대학교)
319,지방사립대(인하대학교)
320,지방국립대(공주대학교)
321,지방국립대(경남과학기술대학교)
322,지방국립대(인천대학교)
323,서울사립대(서성한)
324,가톨릭대 
325,지방사립대(동아대학교)
326,가톨릭대학교 
327,지방사립대(영남대학교)
328,서울국립대(서울과학기술대학교)
329,서울국립대(서울과학기술대학교)
330,서울사립대(경기대학교)
331,지방국립대(인천대학교)
332,포항공과대학교 
333,지방거점국립대
334,지방거점국립대(전남대학교)
335,서울사립대(아주대학교)
336,지방사립대(인하대학교)
337,서울사립대(숭실대학교)
338,서울사립대(단국대학교)
339,포항공과대학교 
340,지방사립대(백석대학교)
341,지방거점국립대(전남대학교)
342,서울사립대(고려대학교)
343,지방거점국립대
344,서울사립대(경희대학교)
345,지방사립대(한국기술교육대학교)
346,지방거점국립대(전남대학교)
347,서울사립대(국민대학교)
348,서울사립대(한양대학교)
349,서울사립대(연세대학교)
350,지방사립대(한국기술교육대학교)
351,지방사립대(인하대학교)
352,지방사립대(한국기술교육대학교)
353,서울국립대(서울과학기술대학교)
354,지방국립대(한경대학교)
355,서울사립대(서성한)
356,지방사립대(순천향대학교)
357,지방사립대(한남대학교)
358,
359,서울사립대(한양대학교)
360,지방사립대(백석대학교)
361,지방거점국립대(전남대학교)
362,서울사립대(고려대학교)
363,지방거점국립대
364,서울사립대(경희대학교)
365,지방사립대(한국기술교육대학교)
366,지방거점국립대(전남대학교)
367,서울사립대(국민대학교)
368,서울사립대(한양대학교)
369,서울사립대(연세대학교)
370,지방사립대(한국기술교육대학교)
371,지방사립대(인하대학교)
372,지방사립대(한국기술교육대학교)
373,서울국립대(서울과학기술대학교)
374,지방국립대(한경대학교)
375,서울사립대(서성한)
376,지방사립대(순천향대학교)
377,지방사립대(한남대학교)
378,
379,서울사립대(한양대학교)
380,서울사립대(중앙대학교)
381,서울사립대(한성대학교)
382,서울사립대(성균관대학교)
383,서울사립대(경희대학교)
384,지방사립대(순천향대학교)
385,가톨릭대학교 
386,서울사립대(한성대학교)
387,서울사립대(고려대학교)
388,서울사립대(중앙대학교)
389,서울사립대(한국외국어대학교)
390,지방거점 
391,Sky 
392,지방사립대(동아대학교)
393,서울사립대(동국대학교)
394,지방국립대(부경대학교)
395,서울국립대(서울과학기술대학교)
396,서울사립대(서성한)
397,서울사립대(한성대학교)
398,지방사립대(한국항공대학교)
399,가천대학교 
400,서울사립대(중경외시)
401,서울사립대(한양대학교)
402,지방거점국립대(충남대학교)
403,서울사립대(동국대학교)
404,고등학교졸업
405,서울사립대(건국대학교)
406,서울사립대(건동홍)
407,지방거점국립대
408,가톨릭대 
409,지방사립대(계명대학교)
410,지방사립대(순천향대학교)
411,지방사립대(성결대학교)
412,서울국립대(서울과학기술대학교)
413,지방사립대(인하대학교)
414,지방사립대(인하대학교)
415,서울사립대
416,
417,지방사립대(영남대학교)
418,지방거점국립대(전남대학교)
419,서울사립대(서성한)
420,서울사립대(광운대학교)
421,"교내 금융 동아리 3년, 학생회장단연합회 1년, 특성화고 권리 연합회 1년, 컴퓨터활용능력 2급, 전산회계1급, 전산세무2급, 전산회계운용사3급, 기업회계2급, 워드프로세서1급"
422,서울사립대(고려대학교)
423,지방사립대 
424,대학원
425,대학원
426,지방국립대(한경대학교)
427,지방사립대(한국기술교육대학교)
428,지방거점국립대(전남대학교)
429,지방국립대(공주대학교)
430,고등학교졸업
431,지방국립대(인천대학교)
432,대학원
433,서울사립대(한성대학교)
434,서울사립대(한성대학교)
435,서울사립대(서성한)
436,서울국립대(서울과학기술대학교)
437,포항공과대학교 
438,지방국립대(공주대학교)
439,서울사립대(고려대학교)
440,서울사립대(한양대학교)
441,가톨릭대 
442,"컴활2급, 워드프로세서, ERP(회계,인사,생산,물류), 한국사능력검정2급, 전산회계1급, 전산회계운용사3급, 동아리 예산관리(3년), 학급 총무부 1년, 2017 사랑의 열매 봉사단, 구청 주최 가족운동회 봉사"
443,전문대
444,지방국립대(인천대학교)
445,지방사립대(협성대학교)
446,지방사립대(한국기술교육대학교)
447,서울사립대(연세대학교)
448,서울국립대(서울과학기술대학교)
449,지방국립대(인천대학교)
450,지방거점국립대(전남대학교)
451,지방사립대(순천향대학교)
452,지방사립대(인하대학교)
453,서울사립대(숭실대학교)
454,서울사립대(한성대학교)
455,지방사립대(조선대학교)
456,서울사립대(중앙대학교)
457,고등학교졸업
458,지방사립대(인하대학교)
459,서울국립대(서울과학기술대학교)
460,서울국립대(서울과학기술대학교)
461,KAIST
462,서울사립대(중앙대학교)
463,서울사립대(연세대학교)
464,지방사립대(영남대학교)
465,지방사립대(조선대학교)
466,서울공립대(서울시립대학교)
467,지방사립대(신라대학교)
468,지방거점국립대
469,포항공과대학교 
470,지방사립대(계명대학교)
471,지방국립대(한경대학교)
472,서울사립대(동국대학교)
473,지방국립대(부경대학교)
474,서울국립대(서울과학기술대학교)
475,지방거점국립대(충남대학교)
476,서울사립대(중경외시)
477,서울사립대(서성한)
478,서울사립대(중경외시)
479,지방사립대(한국항공대학교)
480,서울국립대(서울과학기술대학교)
481,KAIST
482,서울사립대(중앙대학교)
483,서울사립대(연세대학교)
484,지방사립대(영남대학교)
485,지방사립대(조선대학교)
486,서울공립대(서울시립대학교)
487,지방사립대(신라대학교)
488,지방거점국립대
489,포항공과대학교 
490,지방사립대(계명대학교)
491,지방국립대(한경대학교)
492,서울사립대(동국대학교)
493,지방국립대(부경대학교)
494,서울국립대(서울과학기술대학교)
495,지방거점국립대(충남대학교)
496,서울사립대(중경외시)
497,서울사립대(서성한)
498,서울사립대(중경외시)
499,지방사립대(한국항공대학교)
500,서울사립대(서성한)
501,지방사립대(인하대학교)
502,지방사립대(인하대학교)
503,
504,서울사립대
505,대학원
506,대학원
507,지방사립대(한국기술교육대학교)
508,"교내 금융 동아리 3년, 학생회장단연합회 1년, 특성화고 권리 연합회 1년, 컴퓨터활용능력 2급, 전산회계1급, 전산세무2급, 전산회계운용사3급, 기업회계2급, 워드프로세서1급"
509,서울사립대(고려대학교)
510,지방국립대(한경대학교)
511,지방사립대 
512,대학원
513,지방거점국립대(전남대학교)
514,서울사립대(한성대학교)
515,지방국립대(인천대학교)
516,서울공립대(서울시립대학교)
517,지방국립대(공주대학교)
518,고등학교졸업
519,지방국립대(공주대학교)
520,지방국립대(인천대학교)
521,지방국립대(공주대학교)
522,서울국립대(서울과학기술대학교)
523,서울사립대(고려대학교)
524,서울사립대(한양대학교)
525,가톨릭대 
526,포항공과대학교 
527,전문대
528,"컴활2급, 워드프로세서, ERP(회계,인사,생산,물류), 한국사능력검정2급, 전산회계1급, 전산회계운용사3급, 동아리 예산관리(3년), 학급 총무부 1년, 2017 사랑의 열매 봉사단, 구청 주최 가족운동회 봉사"
529,서울국립대(서울과학기술대학교)
530,지방국립대(인천대학교)
531,지방거점국립대(전남대학교)
532,지방사립대(한국기술교육대학교)
533,지방사립대(협성대학교)
534,서울사립대(한성대학교)
535,서울사립대(연세대학교)
536,지방사립대(인하대학교)
537,지방사립대(순천향대학교)
538,서울사립대(숭실대학교)
539,고등학교졸업
540,서울사립대(경희대학교)
541,지방사립대(조선대학교)
542,서울국립대(서울과학기술대학교)
543,서울사립대(중앙대학교)
544,서울사립대(숭실대학교)
545,서울사립대(한성대학교)
546,서울사립대(중앙대학교)
547,서울사립대(연세대학교)
548,지방사립대(영남대학교)
549,지방사립대(조선대학교)
550,서울국립대(서울과학기술대학교)
551,KAIST
552,지방국립대(부경대학교)
553,서울국립대(서울과학기술대학교)
554,지방거점국립대(충남대학교)
555,서울사립대(중경외시)
556,서울사립대(서성한)
557,서울사립대(중경외시)
558,서울공립대(서울시립대학교)
559,지방국립대(한경대학교)
560,서울사립대(한성대학교)
561,서울사립대(국민대학교)
562,서울사립대(경희대학교)
563,전문대
564,서울사립대(서성한)
565,지방국립대(부경대학교)
566,KAIST 
567,지방사립대(인하대학교)
568,서울사립대(연세대학교)
569,"교내 금융 동아리 3년, 학생회장단연합회 1년, 특성화고 권리 연합회 1년, 컴퓨터활용능력 2급, 전산회계1급, 전산세무2급, 전산회계운용사3급, 기업회계2급, 워드프로세서1급"
570,"컴활2급, 워드프로세서, ERP(회계,인사,생산,물류), 한국사능력검정2급, 전산회계1급, 전산회계운용사3급, 동아리 예산관리(3년), 학급 총무부 1년, 2017 사랑의 열매 봉사단, 구청 주최 가족운동회 봉사"
571,지방국립대(부경대학교)
572,지방국립대(인천대학교)
573,지방사립대(경기)
574,아주대 
575,지방거점국립대(경북대학교)
576,서울사립대(고려대학교)
577,서울사립대(동국대학교)
578,서울사립대(아주대학교)
579,서울사립대
580,서울사립대(광운대학교)
581,지방사립대(순천향대학교)
582,지방사립대(영남대학교)
583,서울사립대(중앙대학교)
584,가톨릭대 
585,서울사립대(국민대학교)
586,지방사립대(조선대학교)
587,지방사립대(인하대학교)
588,서울국립대(서울과학기술대학교)
589,서울사립대(연세대학교)
590,서울사립대(연세대학교)
591,서울국립대(서울과학기술대학교)
592,기계공학부
593,지방사립대(동아대학교)
594,가톨릭대학교 
595,서울사립대(연세대학교)
596,
597,서울사립대
598,서울사립대(한양대학교)
599,지방국립대(부경대학교)
600,서울사립대(광운대학교)
601,지방사립대(순천향대학교)
602,지방사립대(영남대학교)
603,서울사립대(중앙대학교)
604,가톨릭대 
605,서울사립대(국민대학교)
606,지방사립대(조선대학교)
607,지방사립대(인하대학교)
608,서울국립대(서울과학기술대학교)
609,서울사립대(연세대학교)
610,서울사립대(연세대학교)
611,서울국립대(서울과학기술대학교)
612,기계공학부
613,지방사립대(동아대학교)
614,가톨릭대학교 
615,서울사립대(연세대학교)
616,
617,서울사립대
618,서울사립대(한양대학교)
619,지방국립대(부경대학교)
620,서울대학교
621,지방국립대(공주대학교)
622,아주대 
623,한국외대 
624,지방사립대(순천향대학교)
625,지방국립대(인천대학교)
626,아주대 
627,서울사립대(경희대학교)
628,대학원
629,지방사립대(순천향대학교)
630,고등학교졸업
631,지방국립대(부경대학교)
632,지방거점국립대(경북대학교)
633,지방거점국립대(부산대학교)
634,서울사립대(건국대학교)
635,KAIST
636,지방국립대(금오공과대학교)
637,포항공과대학교 
638,대학원
639,가톨릭대학교 
640,대학원
641,지방사립대(성결대학교)
642,지방국립대(부경대학교)
643,가천대학교 
644,지방거점국립대(전남대학교)
645,대학원
646,서울사립대(아주대학교)
647,지방국립대(금오공과대학교)
648,지방국립대(부경대학교)
649,지방사립대(인하대학교)
650,서울사립대(중경외시)
651,해외대(미국)
652,서울사립대(아주대학교)
653,서울사립대(고려대학교)
654,서울공립대(서울시립대학교)
655,서울사립대
656,아주대 
657,서울사립대(광운대학교)
658,가톨릭대학교 
659,지방거점국립대
660,서울사립대(국민대학교)
661,상지대학교 
662,지방사립대(인하대학교)
663,가톨릭대 
664,지방국립대(금오공과대학교)
665,지방국립대(부경대학교)
666,서울사립대(연세대학교)
667,지방거점국립대(충남대학교)
668,지방국립대(인천대학교)
669,지방사립대(순천향대학교)
670,서울사립대(고려대학교)
671,지방국립대(금오공과대학교)
672,대학원
673,"교내 금융 동아리 3년, 학생회장단연합회 1년, 특성화고 권리 연합회 1년, 컴퓨터활용능력 2급, 전산회계1급, 전산세무2급, 전산회계운용사3급, 기업회계2급, 워드프로세서1급"
674,"컴활2급, 워드프로세서, ERP(회계,인사,생산,물류), 한국사능력검정2급, 전산회계1급, 전산회계운용사3급, 동아리 예산관리(3년), 학급 총무부 1년, 2017 사랑의 열매 봉사단, 구청 주최 가족운동회 봉사"
675,지방국립대(부경대학교)
676,KAIST 
677,지방사립대(인하대학교)
678,서울사립대(연세대학교)
679,지방거점국립대(전남대학교)
680,가톨릭대 
681,서울사립대(연세대학교)
682,서울사립대(연세대학교)
683,지방사립대(조선대학교)
684,서울국립대(서울과학기술대학교)
685,지방사립대(동아대학교)
686,지방사립대(인하대학교)
687,서울국립대(서울과학기술대학교)
688,기계공학부
689,서울사립대(한양대학교)
690,가톨릭대학교 
691,지방국립대(부경대학교)
692,서울사립대(연세대학교)
693,지방사립대(경기)
694,서울사립대
695,
696,서울대학교
697,지방국립대(공주대학교)
698,서울사립대(국민대학교)
699,아주대 
700,대학원
701,지방거점국립대(부산대학교)
702,지방사립대(순천향대학교)
703,아주대 
704,지방거점국립대(경북대학교)
705,서울사립대(건국대학교)
706,지방국립대(부경대학교)
707,고등학교졸업
708,서울사립대(경희대학교)
709,지방국립대(금오공과대학교)
710,대학원
711,지방사립대(성결대학교)
712,지방국립대(부경대학교)
713,포항공과대학교 
714,대학원
715,가톨릭대학교 
716,가천대학교 
717,KAIST
718,대학원
719,지방거점국립대(전남대학교)
720,대학원
721,지방거점국립대(부산대학교)
722,지방사립대(순천향대학교)
723,아주대 
724,지방거점국립대(경북대학교)
725,서울사립대(건국대학교)
726,지방국립대(부경대학교)
727,고등학교졸업
728,서울사립대(경희대학교)
729,지방국립대(금오공과대학교)
730,대학원
731,지방사립대(성결대학교)
732,지방국립대(부경대학교)
733,포항공과대학교 
734,대학원
735,가톨릭대학교 
736,가천대학교 
737,KAIST
738,대학원
739,지방거점국립대(전남대학교)
740,서울사립대(아주대학교)
741,지방사립대(동아대학교)
742,지방국립대(부경대학교)
743,지방국립대(금오공과대학교)
744,지방사립대(인하대학교)
745,서울사립대(국민대학교)
746,아주대 
747,서울사립대(아주대학교)
748,가톨릭대학교 
749,서울공립대(서울시립대학교)
750,서울사립대(광운대학교)
751,지방거점국립대
752,서울사립대
753,지방사립대(인하대학교)
754,가톨릭대 
755,지방거점국립대(충남대학교)
756,지방국립대(금오공과대학교)
757,지방국립대(부경대학교)
758,서울사립대(연세대학교)
759,상지대학교 
760,지방국립대(금오공과대학교)
761,서울사립대(고려대학교)
762,서울사립대(고려대학교)
763,대학원
764,서울사립대(한양대학교)
765,지방거점국립대(전남대학교)
766,서울사립대(국민대학교)
767,지방거점국립대
768,지방거점국립대(충남대학교)
769,서울사립대(아주대학교)
770,지방사립대(동아대학교)
771,지방사립대(경기)
772,서울사립대(건국대학교)
773,전자전기 
774,
775,서울사립대
776,지방사립대(경기)
777,아주대 
778,서울사립대(고려대학교)
779,서울사립대(서성한)
780,지방국립대(인천대학교)
781,서울사립대(광운대학교)
782,지방사립대(경기)
783,서울사립대(건국대학교)
784,서울사립대
785,전자전기 
786,
787,아주대 
788,서울사립대(고려대학교)
789,서울사립대(서성한)
790,해외대
791,
792,식품생명공학과 
793,지방사립대(경기)
794,지방거점국립대(부산대학교)
795,서울사립대(명지대학교)
796,지방사립대(경기)
797,서울사립대
798,지방거점국립대
799,해외대
800,서울사립대(서성한)
801,해외대
802,
803,식품생명공학과 
804,지방사립대(경기)
805,지방거점국립대(부산대학교)
806,지방거점국립대(부산대학교)
807,지방사립대(경기)
808,서울사립대
809,지방거점국립대
810,해외대
811,학점 3.67 
812,서울사립대
813,서울사립대(성균관대학교)
814,해외대
815,서울사립대(동국대학교)
816,서울사립대(중앙대학교)
817,
818,지방사립대
819,해외대
820,학점 3.67 
821,서울사립대
822,서울사립대(성균관대학교)
823,해외대
824,서울사립대(동국대학교)
825,서울사립대(중앙대학교)
826,
827,지방사립대
828,해외대
829,지방사립대(경기)
830,해외대
831,지방사립대
832,서울사립대(서성한)
833,서울사립대(경희대학교)
834,지방사립대(조선대학교)
835,서울사립대(중경외시)
836,경기권 
837,서울사립대
838,지방사립대(경기)
839,서울사립대(경기대학교)
840,학점 3.67 
841,서울사립대
842,서울사립대(성균관대학교)
843,해외대
844,서울사립대(동국대학교)
845,서울사립대(중앙대학교)
846,
847,지방사립대
848,해외대
849,지방사립대(경기)
850,해외대
851,지방사립대
852,서울사립대(서성한)
853,서울사립대(경희대학교)
854,지방사립대(조선대학교)
855,서울사립대(중경외시)
856,경기권 
857,서울사립대
858,지방사립대(경기)
859,서울사립대(경기대학교)
860,서울권대학 
861,지방사립대(경기)
862,서울사립대
863,서울사립대(서강대학교)
864,지방사립대(경기)
865,서울사립대(한양대학교)
866,"컴활2급, 워드프로세서, ERP(회계,인사,생산,물류), 한국사능력검정2급, 전산회계1급, 전산회계운용사3급, 동아리 예산관리(3년), 학급 총무부 1년, 2017 사랑의 열매 봉사단, 구청 주최 가족운동회 봉사"
867,서울사립대(중앙대학교)
868,서울사립대(고려대학교)
869,sky 
870,SKY 
871,해외대
872,지방국립대(인천대학교)
873,지방거점국립대(전남대학교)
874,지방거점국립대
875,서울사립대
876,지방사립대
877,지방사립대(인하대학교)
878,서울사립대(서성한)
879,sky 
880,지방사립대(경기)
881,서울사립대(서성한)
882,지방사립대(인하대학교)
883,서울사립대
884,서울사립대(경희대학교)
885,지방사립대
886,서울사립대(중경외시)
887,서울사립대
888,서울사립대
889,서울사립대
890,지방거점국립대(전북대학교)
891,지방사립대(조선대학교)
892,서울사립대(숭실대학교)
893,서울사립대(중경외시)
894,학점 3.67 
895,서울사립대(중경외시)
896,서울사립대(연세대학교)
897,서울사립대(연세대학교)
898,지방사립대(경기)
899,서울사립대
900,지방거점국립대
901,서울사립대(경희대학교)
902,지방사립대(경기)
903,해외대
904,서울사립대
905,
906,
907,지방사립대(경기)
908,지방국립대(부경대학교)
909,기계공학 
910,서울사립대(경희대학교)
911,지방거점국립대(부산대학교)
912,지방사립대(조선대학교)
913,지방거점대 
914,서울사립대
915,서울대학교
916,지방국립대(인천대학교)
917,서울사립대(성균관대학교)
918,ky 
919,서울사립대(중앙대학교)
920,서울사립대(경희대학교)
921,지방사립대(순천향대학교)
922,경기과학기술대학교 
923,지방거점국립대
924,지방거점국립대
925,지방국립대(경남과학기술대학교)
926,서울사립대(중앙대학교)
927,서울사립대
928,서울사립대(서성한)
929,서울사립대(경희대학교)
930,지방사립대(경기)
931,해외대
932,서울사립대(서성한)
933,지방사립대
934,서울사립대(경기대학교)
935,지방사립대(조선대학교)
936,서울사립대
937,서울사립대
938,서울사립대(중경외시)
939,지방사립대(경기)
940,서울사립대
941,지방국립대(인천대학교)
942,지방거점국립대(전남대학교)
943,지방거점국립대
944,서울사립대
945,지방사립대
946,SKY 
947,해외대
